,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
517,5,1,23,1,1,1,1202,1033,3,1,95, 
518,2,1,24,0,0,0,1173,1040,34,11,-1,
519,3,1,24,1,0,0,1173,1040,34,11,-1,
520,4,1,24,1,1,0,1173,1040,34,11,-1,
521,5,1,24,1,1,1,1173,1040,34,11,95, 
522,2,1,25,0,0,0,1098,1060,12,11,-1,
523,3,1,25,1,0,0,1098,1060,12,11,-1,
524,4,1,25,1,1,0,1098,1060,12,11,-1,
525,5,1,25,1,1,1,1098,1060,12,11,95, 
526,2,1,26,0,0,0,1036,1074,28,15,-1,
527,3,1,26,1,0,0,1036,1074,28,15,-1,
528,4,1,26,1,1,0,1036,1074,28,15,-1,
529,5,1,26,1,1,1,1036,1074,28,15,95, 
530,2,1,27,0,0,0,744,1108,212,43,-1,
531,3,1,27,1,0,0,744,1108,212,43,-1,
532,4,1,27,1,1,0,945,1108,11,16,-1,
533,5,1,27,1,1,1,945,1108,11,16,95, 
534,4,1,27,1,2,0,744,1108,123,43,-1,
535,5,1,27,1,2,1,744,1108,123,43,95,  
536,2,1,28,0,0,0,71,844,1140,306,-1,
537,3,1,28,1,0,0,216,844,968,36,-1,
538,4,1,28,1,1,0,216,844,968,36,-1,
539,5,1,28,1,1,1,216,849,69,16,70,continúa
540,5,1,28,1,1,2,299,850,86,15,70,insondavel
541,5,1,28,1,1,3,398,842,14,22,59,-à
542,5,1,28,1,1,4,419,854,53,10,67,“nossos
543,5,1,28,1,1,5,469,844,43,32,88,"pés,"
544,5,1,28,1,1,6,565,848,53,16,89,chia
545,5,1,28,1,1,7,625,853,12,11,89,e
546,5,1,28,1,1,8,644,848,79,15,89,odiará
547,5,1,28,1,1,9,730,852,14,11,93,a
548,5,1,28,1,1,10,752,847,106,21,84,Republi.
549,5,1,28,1,1,11,873,847,8,6,28,*
550,5,1,28,1,1,12,897,857,39,23,30,os
551,5,1,28,1,1,13,934,854,13,14,93,al
552,5,1,28,1,1,14,956,853,89,24,61,importante
553,5,1,28,1,1,15,1055,858,7,10,76,e
554,5,1,28,1,1,16,1071,853,67,18,96,humano
555,5,1,28,1,1,17,1147,853,37,15,93,fim
556,5,1,28,1,1,18,1170,844,13,37,79,?
557,3,1,28,2,0,0,71,868,1135,73,-1,
558,4,1,28,2,1,0,217,868,989,25,-1,
559,5,1,28,2,1,1,217,875,8,10,95,à
560,5,1,28,2,1,2,234,868,89,24,0,bancarrota
561,5,1,28,2,1,3,330,869,78,15,88,escâncara
562,5,1,28,2,1,4,418,874,7,10,83,a
563,5,1,28,2,1,5,435,869,59,16,76,bocca
564,5,1,28,2,1,6,490,875,23,10,79,in-
565,5,1,28,2,1,7,551,872,4,1,43,"||"""
566,5,1,28,2,1,8,565,872,57,17,35,ga?
567,5,1,28,2,1,9,665,870,94,6,38,IST
568,5,1,28,2,1,10,848,887,27,4,23,Crê
569,5,1,28,2,1,11,932,869,37,19,96,Já
570,5,1,28,2,1,12,952,865,16,32,96,é
571,5,1,28,2,1,13,976,876,52,17,96,tempo
572,5,1,28,2,1,14,1036,873,19,15,93,de
573,5,1,28,2,1,15,1063,869,143,20,76,considerar-n'isto
574,4,1,28,2,2,0,71,885,1137,36,-1,
575,5,1,28,2,2,1,71,911,34,2,0,es
576,5,1,28,2,2,2,217,885,43,27,92,"fecta,"
577,5,1,28,2,2,3,277,894,12,18,93,a
578,5,1,28,2,2,4,301,885,59,32,28,miséria
579,5,1,28,2,2,5,364,886,96,32,92,alastrando
580,5,1,28,2,2,6,462,886,50,26,92,sem-
581,5,1,28,2,2,7,587,900,29,15,92,Só
582,5,1,28,2,2,8,625,904,65,16,95,quem
583,5,1,28,2,2,9,703,901,101,14,96,costuma
584,5,1,28,2,2,10,818,899,44,16,96,dar
585,5,1,28,2,2,11,922,893,4,3,75,á
586,5,1,28,2,2,12,935,892,8,16,84,é
587,5,1,28,2,2,13,952,889,41,32,61,tempo
588,5,1,28,2,2,14,1012,893,19,15,96,de
589,5,1,28,2,2,15,1044,893,27,15,96,vêr
590,5,1,28,2,2,16,1083,898,29,15,96,que
591,5,1,28,2,2,17,1125,898,9,10,88,a
592,5,1,28,2,2,18,1146,893,62,15,89,Monar-
593,4,1,28,2,3,0,77,909,1127,32,-1,
594,5,1,28,2,3,1,77,914,36,20,26,EEE
595,5,1,28,2,3,2,198,921,7,2,76,-
596,5,1,28,2,3,3,229,914,15,11,72,pre
597,5,1,28,2,3,4,252,914,24,11,42,eia
598,5,1,28,2,3,5,285,914,80,15,93,imigração
599,5,1,28,2,3,6,373,909,115,22,92,roubando-nos
600,5,1,28,2,3,7,497,915,16,10,96,os
601,5,1,28,2,3,8,666,931,3,2,0,)
602,5,1,28,2,3,9,806,917,15,24,41,a
603,5,1,28,2,3,10,904,912,43,16,18,*chia
604,5,1,28,2,3,11,955,917,13,19,95,nos
605,5,1,28,2,3,12,991,913,29,15,92,hão
606,5,1,28,2,3,13,1029,913,46,17,95,"salva,"
607,5,1,28,2,3,14,1082,918,58,15,96,porque
608,5,1,28,2,3,15,1148,913,29,15,47,fio
609,5,1,28,2,3,16,1184,918,20,14,97,po
610,3,1,28,3,0,0,88,927,1124,164,-1,
611,4,1,28,3,1,0,88,927,1117,33,-1,
612,5,1,28,3,1,1,88,935,5,25,0,L
613,5,1,28,3,1,2,177,937,3,4,4,e
614,5,1,28,3,1,3,229,934,47,15,88,raços.
615,5,1,28,3,1,4,299,939,2,2,31,+
616,5,1,28,3,1,5,565,930,26,11,96,as
617,5,1,28,3,1,6,608,928,62,13,77,nãos
618,5,1,28,3,1,7,687,931,57,16,93,para
619,5,1,28,3,1,8,757,927,105,22,73,aceeitar
620,5,1,28,3,1,9,913,932,24,18,55,dee
621,5,1,28,3,1,10,963,937,5,15,62,já
622,5,1,28,3,1,11,987,929,8,19,96,é
623,5,1,28,3,1,12,994,929,60,24,96,tempo
624,5,1,28,3,1,13,1062,933,19,15,93,de
625,5,1,28,3,1,14,1089,933,101,15,85,levantarmos
626,5,1,28,3,1,15,1201,938,4,9,51,«
627,4,1,28,3,2,0,238,945,972,32,-1,
628,5,1,28,3,2,1,238,946,22,19,96,As
629,5,1,28,3,2,2,269,949,78,16,95,falcatruas
630,5,1,28,3,2,3,355,950,28,18,96,dos
631,5,1,28,3,2,4,391,949,48,19,96,cofres
632,5,1,28,3,2,5,447,945,67,32,91,publicos
633,5,1,28,3,2,6,565,952,86,20,8,aqquilio
634,5,1,28,3,2,7,660,957,43,15,96,que
635,5,1,28,3,2,8,713,952,36,15,92,lhe
636,5,1,28,3,2,9,759,953,43,15,93,não
637,5,1,28,3,2,10,812,956,50,18,89,per-
638,5,1,28,3,2,11,914,953,38,19,96,grito
639,5,1,28,3,2,12,960,953,19,15,95,da
640,5,1,28,3,2,13,990,953,92,19,63,insurreição
641,5,1,28,3,2,14,1093,957,52,11,63,contra
642,5,1,28,3,2,15,1151,955,18,15,83,jo
643,5,1,28,3,2,16,1184,953,26,15,75,ab-
644,4,1,28,3,3,0,218,966,986,32,-1,
645,5,1,28,3,3,1,218,969,99,20,92,germinando
646,5,1,28,3,3,2,328,969,117,21,95,"impunemente,"
647,5,1,28,3,3,3,454,974,18,11,93,os
648,5,1,28,3,3,4,486,969,28,16,92,im-
649,5,1,28,3,3,5,566,966,74,32,53,dence.
650,5,1,28,3,3,6,855,987,2,2,58,:
651,5,1,28,3,3,7,913,972,47,16,92,surdo
652,5,1,28,3,3,8,968,972,75,21,44,Systhema
653,5,1,28,3,3,9,1050,978,29,14,96,que
654,5,1,28,3,3,10,1086,978,28,10,96,nos
655,5,1,28,3,3,11,1121,978,34,14,92,rege
656,5,1,28,3,3,12,1162,978,8,9,96,e
657,5,1,28,3,3,13,1177,977,27,10,96,con
658,4,1,28,3,4,0,130,990,1081,26,-1,
659,5,1,28,3,4,1,130,998,4,3,84,-
660,5,1,28,3,4,2,218,993,51,16,93,postos
661,5,1,28,3,4,3,283,994,71,10,92,onerosos
662,5,1,28,3,4,4,376,990,137,19,52,-sobrecarregando
663,5,1,28,3,4,5,783,999,43,16,73,R.B.
664,5,1,28,3,4,6,913,996,23,12,96,tra
665,5,1,28,3,4,7,945,996,30,12,93,esta
666,5,1,28,3,4,8,984,993,71,18,12,tpentalha
667,5,1,28,3,4,9,1072,998,31,18,88,que
668,5,1,28,3,4,10,1116,997,28,11,93,nos
669,5,1,28,3,4,11,1158,993,22,14,85,vai
670,5,1,28,3,4,12,1194,992,17,15,88,ti-
671,4,1,28,3,5,0,95,1009,1109,23,-1,
672,5,1,28,3,5,1,95,1010,5,1,41,E
673,5,1,28,3,5,2,219,1009,36,15,96,tudo
674,5,1,28,3,5,3,264,1014,8,10,89,e
675,5,1,28,3,5,4,281,1014,9,10,86,o
676,5,1,28,3,5,5,297,1009,71,15,92,thesouro
677,5,1,28,3,5,6,377,1013,66,11,95,exausto.
678,5,1,28,3,5,7,799,1011,6,20,11,AE
679,5,1,28,3,5,8,911,1013,57,16,64,"“ando,"
680,5,1,28,3,5,9,978,1012,24,16,92,dia
681,5,1,28,3,5,10,1010,1017,8,10,85,a
682,5,1,28,3,5,11,1027,1011,30,20,95,"dia,"
683,5,1,28,3,5,12,1066,1018,10,10,85,o
684,5,1,28,3,5,13,1085,1013,29,19,96,pão
685,5,1,28,3,5,14,1123,1017,7,10,92,e
686,5,1,28,3,5,15,1140,1017,7,10,89,a
687,5,1,28,3,5,16,1158,1013,46,14,96,honra
688,4,1,28,3,6,0,239,1025,928,33,-1,
689,5,1,28,3,6,1,239,1030,40,15,95,Uma
690,5,1,28,3,6,2,292,1029,34,15,93,vida
691,5,1,28,3,6,3,338,1029,84,16,90,tristissima
692,5,1,28,3,6,4,436,1029,18,16,93,“de
693,5,1,28,3,6,5,463,1034,51,11,63,escan-
694,5,1,28,3,6,6,570,1029,2,2,12,7
695,5,1,28,3,6,7,675,1026,59,26,33,Sp
696,5,1,28,3,6,8,921,1041,5,3,0,=
697,5,1,28,3,6,9,931,1031,61,19,0,"Venha,"
698,5,1,28,3,6,10,1000,1037,39,15,96,"pois,"
699,5,1,28,3,6,11,1051,1038,8,9,95,a
700,5,1,28,3,6,12,1071,1025,96,33,43,Democracia
701,4,1,28,3,7,0,211,1040,1000,42,-1,
702,5,1,28,3,7,1,211,1049,50,15,41,-dalos
703,5,1,28,3,7,2,270,1054,8,10,89,e
704,5,1,28,3,7,3,287,1050,18,14,96,de
705,5,1,28,3,7,4,314,1049,61,15,96,roubos.
706,5,1,28,3,7,5,444,1054,27,8,0,tuid
707,5,1,28,3,7,6,661,1063,4,3,21,A
708,5,1,28,3,7,7,714,1058,2,2,20,à
709,5,1,28,3,7,8,789,1049,14,22,12,SE
710,5,1,28,3,7,9,900,1061,6,4,83,«
711,5,1,28,3,7,10,922,1040,87,38,66,Sejamos.
712,5,1,28,3,7,11,1016,1048,71,20,60,homens...
713,5,1,28,3,7,12,1123,1052,8,16,95,é
714,5,1,28,3,7,13,1134,1048,77,34,68,serçinos
715,4,1,28,3,8,0,238,1065,942,31,-1,
716,5,1,28,3,8,1,238,1069,21,16,90,Se
717,5,1,28,3,8,2,275,1069,111,16,0,continuarhos
718,5,1,28,3,8,3,385,1058,13,35,56,.
719,5,1,28,3,8,4,403,1069,51,18,89,"assim,"
720,5,1,28,3,8,5,469,1062,45,23,71,n'este
721,5,1,28,3,8,6,651,1067,194,24,23,AVANTE?
722,5,1,28,3,8,7,906,1065,112,31,35,Democratas.
723,5,1,28,3,8,8,1079,1087,2,2,36,à
724,5,1,28,3,8,9,1177,1076,3,5,84,»
725,3,1,28,4,0,0,219,1089,980,21,-1,
726,4,1,28,4,1,0,219,1089,980,21,-1,
727,5,1,28,4,1,1,219,1089,123,16,65,indifferentismo
728,5,1,28,4,1,2,351,1093,47,15,95,"atroz,"
729,5,1,28,4,1,3,407,1089,65,15,91,amanhã
730,5,1,28,4,1,4,487,1095,28,9,91,ou-
731,5,1,28,4,1,5,814,1092,2,3,20,É
732,5,1,28,4,1,6,925,1099,25,11,2,eg
733,5,1,28,4,1,7,1195,1095,4,2,88,T
734,3,1,28,5,0,0,220,1107,938,21,-1,
735,4,1,28,5,1,0,220,1107,938,21,-1,
736,5,1,28,5,1,1,220,1109,70,17,92,"viremos,"
737,5,1,28,5,1,2,296,1110,19,14,96,de
738,5,1,28,5,1,3,320,1110,53,18,96,braços
739,5,1,28,5,1,4,379,1109,78,19,93,"cruzados,"
740,5,1,28,5,1,5,464,1109,51,15,91,n'uma
741,5,1,28,5,1,6,589,1111,76,15,73,Dissemos
742,5,1,28,5,1,7,672,1116,19,10,54,no
743,5,1,28,5,1,8,698,1111,50,15,60,uitimo
744,5,1,28,5,1,9,967,1107,191,24,16,EIS
745,3,1,28,6,0,0,219,1129,524,21,-1,
746,4,1,28,6,1,0,219,1129,524,21,-1,
747,5,1,28,6,1,1,219,1129,61,15,95,attitude
748,5,1,28,6,1,2,291,1129,66,20,95,estupida
749,5,1,28,6,1,3,372,1130,19,14,95,de
750,5,1,28,6,1,4,403,1129,54,15,93,doidos
751,5,1,28,6,1,5,467,1130,48,14,93,larva-
752,5,1,28,6,1,6,568,1135,14,11,96,te
753,5,1,28,6,1,7,594,1131,48,17,94,jornal
754,5,1,28,6,1,8,651,1136,28,14,95,que
755,5,1,28,6,1,9,688,1136,7,10,92,a
756,5,1,28,6,1,10,705,1131,38,17,72,Reli
757,2,1,29,0,0,0,491,1155,24,8,-1,
758,3,1,29,1,0,0,491,1155,24,8,-1,
759,4,1,29,1,1,0,491,1155,24,8,-1,
760,5,1,29,1,1,1,491,1155,24,8,95, 
761,2,1,30,0,0,0,940,1125,268,40,-1,
762,3,1,30,1,0,0,940,1125,268,40,-1,
763,4,1,30,1,1,0,940,1125,268,40,-1,
764,5,1,30,1,1,1,940,1148,5,4,51,e
765,5,1,30,1,1,2,949,1133,28,31,78,As
766,5,1,30,1,1,3,997,1125,143,40,89,magestades
767,5,1,30,1,1,4,1164,1128,44,32,67,pas
768,2,1,31,0,0,0,219,1149,643,23,-1,
769,3,1,31,1,0,0,219,1149,643,23,-1,
770,4,1,31,1,1,0,219,1149,643,23,-1,
771,5,1,31,1,1,1,219,1149,33,19,96,"dos,"
772,5,1,31,1,1,2,258,1154,18,10,88,os
773,5,1,31,1,1,3,281,1149,54,15,88,clarins
774,5,1,31,1,1,4,341,1149,19,15,97,da
775,5,1,31,1,1,5,368,1149,60,23,82,Europa
776,5,1,31,1,1,6,437,1149,54,16,83,notifics
777,5,1,31,1,1,7,569,1151,73,15,92,mocracia
778,5,1,31,1,1,8,657,1151,54,15,96,seriam
779,5,1,31,1,1,9,723,1156,9,10,95,a
780,5,1,31,1,1,10,740,1151,85,16,95,substancia
781,5,1,31,1,1,11,835,1152,27,14,95,das
782,2,1,32,0,0,0,37,1059,998,187,-1,
783,3,1,32,1,0,0,37,1059,998,187,-1,
784,4,1,32,1,1,0,37,1059,998,187,-1,
785,5,1,32,1,1,1,37,1059,151,187,95, 
786,5,1,32,1,1,2,914,1162,121,53,95,  
787,2,1,33,0,0,0,0,1275,536,398,-1,
788,3,1,33,1,0,0,0,1275,536,398,-1,
789,4,1,33,1,1,0,31,1275,106,43,-1,
790,5,1,33,1,1,1,31,1275,106,43,95,  
791,4,1,33,1,2,0,31,1318,106,19,-1,
792,5,1,33,1,2,1,31,1318,106,19,95, 
793,4,1,33,1,3,0,31,1337,106,21,-1,
794,5,1,33,1,3,1,31,1337,106,21,95, 
795,4,1,33,1,4,0,9,1358,128,15,-1,
796,5,1,33,1,4,1,9,1358,128,15,95, 
797,4,1,33,1,5,0,0,1373,137,24,-1,
798,5,1,33,1,5,1,0,1373,137,24,95, 
799,4,1,33,1,6,0,10,1397,127,19,-1,
800,5,1,33,1,6,1,10,1397,127,19,95, 
801,4,1,33,1,7,0,10,1416,131,20,-1,
802,5,1,33,1,7,1,10,1416,131,20,95, 
803,4,1,33,1,8,0,8,1436,133,22,-1,
804,5,1,33,1,8,1,8,1436,133,22,95, 
805,4,1,33,1,9,0,0,1458,143,18,-1,
806,5,1,33,1,9,1,0,1458,143,18,95, 
807,4,1,33,1,10,0,0,1476,143,38,-1,
808,5,1,33,1,10,1,0,1476,143,38,95,  
809,4,1,33,1,11,0,0,1514,152,24,-1,
810,5,1,33,1,11,1,0,1514,152,24,95, 
811,4,1,33,1,12,0,0,1538,221,19,-1,
812,5,1,33,1,12,1,0,1538,221,19,95, 
813,4,1,33,1,13,0,0,1557,257,25,-1,
814,5,1,33,1,13,1,0,1557,257,25,95, 
815,4,1,33,1,14,0,0,1582,536,91,-1,
816,5,1,33,1,14,1,0,1582,536,91,95,    
817,2,1,34,0,0,0,446,1349,2,2,-1,
818,3,1,34,1,0,0,446,1349,2,2,-1,
819,4,1,34,1,1,0,446,1349,2,2,-1,
820,5,1,34,1,1,1,446,1349,2,2,95, 
821,2,1,35,0,0,0,568,1371,649,302,-1,
822,3,1,35,1,0,0,568,1371,649,302,-1,
823,4,1,35,1,1,0,792,1371,416,29,-1,
824,5,1,35,1,1,1,792,1383,14,3,95,  
825,5,1,35,1,1,2,910,1371,298,29,95, 
826,4,1,35,1,2,0,910,1400,298,21,-1,
827,5,1,35,1,2,1,910,1400,298,21,95, 
828,4,1,35,1,3,0,910,1421,298,19,-1,
829,5,1,35,1,3,1,910,1421,298,19,95, 
830,4,1,35,1,4,0,910,1440,298,20,-1,
831,5,1,35,1,4,1,910,1440,298,20,95, 
832,4,1,35,1,5,0,910,1460,298,20,-1,
833,5,1,35,1,5,1,910,1460,298,20,95,   
834,4,1,35,1,6,0,912,1498,305,33,-1,
835,5,1,35,1,6,1,912,1510,117,21,95,  
836,5,1,35,1,6,2,1147,1498,70,33,95,   
837,4,1,35,1,7,0,867,1531,350,28,-1,
838,5,1,35,1,7,1,867,1531,350,28,95, 
839,4,1,35,1,8,0,867,1559,350,22,-1,
840,5,1,35,1,8,1,867,1559,350,22,95, 
841,4,1,35,1,9,0,867,1581,345,17,-1,
842,5,1,35,1,9,1,867,1581,345,17,95, 
843,4,1,35,1,10,0,568,1598,644,75,-1,
844,5,1,35,1,10,1,568,1598,644,75,95,   
845,2,1,36,0,0,0,324,1452,105,10,-1,
846,3,1,36,1,0,0,324,1452,105,10,-1,
847,4,1,36,1,1,0,324,1452,105,10,-1,
848,5,1,36,1,1,1,324,1452,30,10,95, 
849,5,1,36,1,1,2,414,1452,15,10,95, 
850,2,1,37,0,0,0,329,1467,697,43,-1,
851,3,1,37,1,0,0,329,1467,697,43,-1,
852,4,1,37,1,1,0,329,1467,21,15,-1,
853,5,1,37,1,1,1,329,1467,21,15,95, 
854,4,1,37,1,2,0,912,1480,114,30,-1,
855,5,1,37,1,2,1,912,1480,114,30,95,  
856,2,1,38,0,0,0,315,1531,47,13,-1,
857,3,1,38,1,0,0,315,1531,47,13,-1,
858,4,1,38,1,1,0,315,1531,47,13,-1,
859,5,1,38,1,1,1,315,1531,47,13,95,  
860,2,1,39,0,0,0,93,1163,1117,426,-1,
861,3,1,39,1,0,0,93,1163,1117,425,-1,
862,4,1,39,1,1,0,219,1163,991,28,-1,
863,5,1,39,1,1,1,219,1170,21,14,92,do
864,5,1,39,1,1,2,255,1174,19,10,88,ao
865,5,1,39,1,1,3,288,1168,55,22,92,mundo
866,5,1,39,1,1,4,355,1169,54,15,95,inteiro
867,5,1,39,1,1,5,422,1170,32,21,90,que
868,5,1,39,1,1,6,463,1173,53,11,96,outros
869,5,1,39,1,1,7,568,1175,52,10,96,nossas
870,5,1,39,1,1,8,632,1176,65,15,90,"crenças,"
871,5,1,39,1,1,9,703,1175,12,18,52,o
872,5,1,39,1,1,10,724,1172,33,14,96,alvo
873,5,1,39,1,1,11,770,1172,27,15,96,das
874,5,1,39,1,1,12,809,1176,53,19,96,nossas
875,5,1,39,1,1,13,1008,1171,24,22,45,td
876,5,1,39,1,1,14,1048,1163,116,26,94,ministros
877,5,1,39,1,1,15,1180,1171,30,11,26,€5-
878,4,1,39,1,2,0,203,1188,1005,25,-1,
879,5,1,39,1,2,1,203,1199,3,1,29,—
880,5,1,39,1,2,2,219,1187,73,17,29,senhores
881,5,1,39,1,2,3,298,1188,39,15,93,mais
882,5,1,39,1,2,4,346,1188,84,16,88,civilisados
883,5,1,39,1,2,5,441,1189,42,15,93,virão
884,5,1,39,1,2,6,492,1194,25,10,92,co-
885,5,1,39,1,2,7,564,1195,109,16,27,"esperanças,"
886,5,1,39,1,2,8,677,1196,16,10,76,.as
887,5,1,39,1,2,9,703,1191,57,20,89,nossas
888,5,1,39,1,2,10,776,1191,86,21,96,aspirações
889,5,1,39,1,2,11,1044,1197,17,16,21,;.
890,5,1,39,1,2,12,1068,1197,25,16,72,os
891,5,1,39,1,2,13,1111,1189,97,24,69,grandes
892,4,1,39,1,3,0,219,1206,986,40,-1,
893,5,1,39,1,3,1,219,1208,56,15,86,lonisar
894,5,1,39,1,3,2,285,1212,30,11,93,este
895,5,1,39,1,3,3,324,1209,51,14,90,torrão
896,5,1,39,1,3,4,384,1210,82,18,96,selvagem.
897,5,1,39,1,3,5,556,1206,55,29,96,todas
898,5,1,39,1,3,6,909,1210,124,36,45,divertem.
899,5,1,39,1,3,7,1029,1223,30,10,87,“se
900,5,1,39,1,3,8,1067,1219,12,15,83,à
901,5,1,39,1,3,9,1089,1223,65,11,96,nossa
902,5,1,39,1,3,10,1165,1223,40,12,94,cus
903,4,1,39,1,4,0,241,1228,829,26,-1,
904,5,1,39,1,4,1,241,1228,17,15,75,"E"""
905,5,1,39,1,4,2,267,1233,9,10,79,o
906,5,1,39,1,4,3,279,1224,54,32,76,ultimo
907,5,1,39,1,4,4,338,1224,58,32,86,festim
908,5,1,39,1,4,5,407,1233,29,15,96,que
909,5,1,39,1,4,6,446,1234,37,18,93,uma
910,5,1,39,1,4,7,489,1229,28,20,92,dy-
911,5,1,39,1,4,8,590,1230,92,16,92,Dissemol-o
912,5,1,39,1,4,9,692,1236,8,10,85,e
913,5,1,39,1,4,10,711,1231,100,23,80,repetimiol-o.
914,5,1,39,1,4,11,1061,1246,9,7,36,a
915,4,1,39,1,5,0,220,1244,986,30,-1,
916,5,1,39,1,5,1,220,1248,46,15,91,nastia
917,5,1,39,1,5,2,281,1252,39,15,96,gasta
918,5,1,39,1,5,3,333,1254,8,9,67,e
919,5,1,39,1,5,4,354,1248,48,20,91,pôdre
920,5,1,39,1,5,5,415,1248,68,16,96,marcará
921,5,1,39,1,5,6,498,1254,18,10,95,na
922,5,1,39,1,5,7,588,1250,99,20,96,Queremos
923,5,1,39,1,5,8,672,1246,16,32,95,a
924,5,1,39,1,5,9,698,1251,66,23,95,Religião
925,5,1,39,1,5,10,772,1256,23,11,90,ea
926,5,1,39,1,5,11,806,1251,57,23,93,Demo-
927,5,1,39,1,5,12,916,1246,51,18,93,"ta,"
928,5,1,39,1,5,13,952,1237,16,32,66,€
929,5,1,39,1,5,14,977,1246,23,14,96,tu
930,5,1,39,1,5,15,1010,1244,30,16,89,Zé
931,5,1,39,1,5,16,1053,1246,59,15,96,Povo
932,5,1,39,1,5,17,1121,1241,85,24,14,quand
933,4,1,39,1,6,0,93,1266,977,22,-1,
934,5,1,39,1,6,1,93,1266,7,5,40,E
935,5,1,39,1,6,2,220,1268,60,15,93,historia
936,5,1,39,1,6,3,290,1268,41,15,92,d'um
937,5,1,39,1,6,4,339,1273,40,15,90,povo
938,5,1,39,1,6,5,389,1268,79,15,92,indolente.
939,5,1,39,1,6,6,569,1275,44,10,92,cracia
940,5,1,39,1,6,7,624,1275,33,10,96,uma
941,5,1,39,1,6,8,667,1275,43,11,96,como
942,5,1,39,1,6,9,719,1276,9,10,95,o
943,5,1,39,1,6,10,737,1271,39,15,96,meio
944,5,1,39,1,6,11,788,1270,39,16,93,mais
945,5,1,39,1,6,12,840,1271,23,15,93,fa-
946,5,1,39,1,6,13,915,1270,155,17,86,accordarás?
947,4,1,39,1,7,0,231,1288,714,23,-1,
948,5,1,39,1,7,1,231,1288,44,22,43,f'Mas
949,5,1,39,1,7,2,281,1288,37,20,96,"não,"
950,5,1,39,1,7,3,325,1288,41,15,96,ainda
951,5,1,39,1,7,4,376,1288,18,15,96,ha
952,5,1,39,1,7,5,402,1293,19,10,92,no
953,5,1,39,1,7,6,430,1288,33,20,92,paiz
954,5,1,39,1,7,7,472,1293,44,18,96,quem
955,5,1,39,1,7,8,569,1290,17,15,93,cil
956,5,1,39,1,7,9,599,1295,8,10,96,e
957,5,1,39,1,7,10,616,1294,41,11,96,certo
958,5,1,39,1,7,11,666,1296,35,14,94,para
959,5,1,39,1,7,12,710,1296,8,10,96,a
960,5,1,39,1,7,13,728,1291,94,17,88,Moralidade
961,5,1,39,1,7,14,836,1289,29,17,95,dos
962,5,1,39,1,7,15,943,1297,2,3,27,Eis
963,4,1,39,1,8,0,221,1308,642,22,-1,
964,5,1,39,1,8,1,221,1308,52,20,81,queira
965,5,1,39,1,8,2,282,1313,9,10,95,e
966,5,1,39,1,8,3,299,1309,40,14,95,saiba
967,5,1,39,1,8,4,348,1313,43,10,96,arcar
968,5,1,39,1,8,5,400,1313,33,10,96,com
969,5,1,39,1,8,6,448,1313,17,10,93,as
970,5,1,39,1,8,7,477,1308,40,16,78,diffi-
971,5,1,39,1,8,8,569,1315,53,15,96,povos.
972,5,1,39,1,8,9,631,1315,8,10,95,a
973,5,1,39,1,8,10,647,1314,42,11,95,outra
974,5,1,39,1,8,11,700,1315,42,11,96,como
975,5,1,39,1,8,12,751,1311,43,15,93,unico
976,5,1,39,1,8,13,802,1311,61,15,92,baluar-
977,4,1,39,1,9,0,220,1323,926,37,-1,
978,5,1,39,1,9,1,220,1328,76,18,87,"Culdades,"
979,5,1,39,1,9,2,305,1332,44,16,60,quem
980,5,1,39,1,9,3,362,1328,43,15,60,ténha
981,5,1,39,1,9,4,413,1323,86,37,94,“dignidade
982,5,1,39,1,9,5,509,1334,8,10,90,e
983,5,1,39,1,9,6,569,1334,14,11,88,te
984,5,1,39,1,9,7,597,1335,55,15,20,segóro
985,5,1,39,1,9,8,665,1335,39,25,70,para
986,5,1,39,1,9,9,710,1335,8,11,85,a
987,5,1,39,1,9,10,731,1331,99,19,95,manutenção
988,5,1,39,1,9,11,844,1332,18,14,96,da
989,5,1,39,1,9,12,954,1344,2,2,6,“
990,5,1,39,1,9,13,982,1334,26,15,63,D.
991,5,1,39,1,9,14,1019,1333,74,16,26,Haria
992,5,1,39,1,9,15,1104,1334,42,15,92,Pia
993,4,1,39,1,10,0,215,1344,846,35,-1,
994,5,1,39,1,10,1,215,1344,65,35,45,honrar
995,5,1,39,1,10,2,294,1355,13,10,16,a
996,5,1,39,1,10,3,562,1345,61,28,96,Justiça
997,5,1,39,1,10,4,687,1356,2,4,13,'
998,5,1,39,1,10,5,918,1351,53,4,28,SERA
999,5,1,39,1,10,6,1059,1356,2,2,27,A
1000,4,1,39,1,11,0,225,1354,639,43,-1,
1001,5,1,39,1,11,1,225,1368,34,15,22,"PE"""
1002,5,1,39,1,11,2,267,1367,59,18,0,"desses,"
1003,5,1,39,1,11,3,337,1365,29,22,96,que
1004,5,1,39,1,11,4,380,1368,29,15,91,não
1005,5,1,39,1,11,5,425,1368,91,15,28,macularam
1006,5,1,39,1,11,6,591,1370,11,14,95,E
1007,5,1,39,1,11,7,611,1354,97,40,66,“Moralidade
1008,5,1,39,1,11,8,717,1375,6,10,85,e
1009,5,1,39,1,11,9,725,1357,62,40,96,Justiça
1010,5,1,39,1,11,10,812,1382,4,4,58,-
1011,5,1,39,1,11,11,833,1371,31,15,77,não
1012,4,1,39,1,12,0,166,1387,697,24,-1,
1013,5,1,39,1,12,1,166,1390,32,12,0,"“eb,"
